/"155";"0.017";"3214323496";"3214330342"/
/"156";"0.212";"3213331515";"3214330342"/
/"161";"0.032";"3214323496";"1744340298"/
/"162";"0.006";"3213331515";"1744340298"/
/"167";"0.047";"3214323496";"1217104792"/
/"168";"0.265";"3213331515";"1217104792"/
/"173";"0.046";"3214323496";"1216053634"/
/"174";"0.027";"3213331515";"1216053634"/
